Trial_order	Subject	Subject_number	Trial_name	Trial_number	Error_code	Accuracy	RT	PrevRT	Leksikalnost	NoS	Viseznacnost	Frekvencija	Frekod	Rec	Duzina	SubjSpeed	SubjAccuracy	Brzina.ispitanika
22	s12	13	t133	133	C	1	1232	511	pseudoword	NA	NA	NA	NA	IMRA^	5	728.2259887	0.983333333	spori
109	s12	13	t134	134	C	1	821	711	pseudoword	NA	NA	NA	NA	DRI^A	5	728.2259887	0.983333333	spori
4	s12	13	t135	135	C	1	791	761	pseudoword	NA	NA	NA	NA	SADEZ	5	728.2259887	0.983333333	spori
68	s12	13	t136	136	C	1	861	581	pseudoword	NA	NA	NA	NA	SRUPA	5	728.2259887	0.983333333	spori
124	s12	13	t137	137	C	1	751	691	pseudoword	NA	NA	NA	NA	GESEN	5	728.2259887	0.983333333	spori
128	s12	13	t138	138	C	1	851	671	pseudoword	NA	NA	NA	NA	LORAK	5	728.2259887	0.983333333	spori
57	s12	13	t139	139	C	1	671	701	pseudoword	NA	NA	NA	NA	HRE]A	5	728.2259887	0.983333333	spori
145	s12	13	t140	140	C	1	821	811	pseudoword	NA	NA	NA	NA	PLJICA	6	728.2259887	0.983333333	spori
82	s12	13	t141	141	C	1	871	531	pseudoword	NA	NA	NA	NA	ORSAN	5	728.2259887	0.983333333	spori
91	s12	13	t142	142	C	1	742	591	pseudoword	NA	NA	NA	NA	GORMA	5	728.2259887	0.983333333	spori
72	s12	13	t143	143	C	1	801	531	pseudoword	NA	NA	NA	NA	FLATO	5	728.2259887	0.983333333	spori
114	s12	13	t144	144	E	0	NA	661	pseudoword	NA	NA	NA	NA	KLURA	5	728.2259887	0.983333333	spori
154	s12	13	t145	145	C	1	821	621	pseudoword	NA	NA	NA	NA	MONOR	5	728.2259887	0.983333333	spori
85	s12	13	t146	146	C	1	832	981	pseudoword	NA	NA	NA	NA	LONDE	5	728.2259887	0.983333333	spori
56	s12	13	t147	147	C	1	701	570	pseudoword	NA	NA	NA	NA	STEDA	5	728.2259887	0.983333333	spori
117	s12	13	t148	148	C	1	821	1012	pseudoword	NA	NA	NA	NA	IZVOK	5	728.2259887	0.983333333	spori
52	s12	13	t149	149	C	1	851	541	pseudoword	NA	NA	NA	NA	LJUBANJ	7	728.2259887	0.983333333	spori
49	s12	13	t150	150	C	1	821	911	pseudoword	NA	NA	NA	NA	PE^MA	5	728.2259887	0.983333333	spori
10	s12	13	t151	151	C	1	1161	821	pseudoword	NA	NA	NA	NA	RORAK	5	728.2259887	0.983333333	spori
127	s12	13	t152	152	C	1	671	852	pseudoword	NA	NA	NA	NA	FLAGO	5	728.2259887	0.983333333	spori
162	s12	13	t153	153	C	1	891	851	pseudoword	NA	NA	NA	NA	ORNOV	5	728.2259887	0.983333333	spori
74	s12	13	t154	154	C	1	791	530	pseudoword	NA	NA	NA	NA	STAKO	5	728.2259887	0.983333333	spori
86	s12	13	t155	155	C	1	1011	832	pseudoword	NA	NA	NA	NA	SLAKA	5	728.2259887	0.983333333	spori
18	s12	13	t156	156	C	1	731	651	pseudoword	NA	NA	NA	NA	KRIGA	5	728.2259887	0.983333333	spori
60	s12	13	t157	157	C	1	961	831	pseudoword	NA	NA	NA	NA	[KONJA	6	728.2259887	0.983333333	spori
153	s12	13	t158	158	C	1	621	551	pseudoword	NA	NA	NA	NA	BORLA	5	728.2259887	0.983333333	spori
89	s12	13	t159	159	C	1	711	581	pseudoword	NA	NA	NA	NA	OBLAD	5	728.2259887	0.983333333	spori
130	s12	13	t160	160	C	1	691	651	pseudoword	NA	NA	NA	NA	GUNCE	5	728.2259887	0.983333333	spori
177	s12	13	t161	161	C	1	651	491	pseudoword	NA	NA	NA	NA	GEBRO	5	728.2259887	0.983333333	spori
172	s12	13	t162	162	E	0	NA	531	pseudoword	NA	NA	NA	NA	JONAC	5	728.2259887	0.983333333	spori
101	s12	13	t163	163	C	1	841	451	pseudoword	NA	NA	NA	NA	MOTEZ	5	728.2259887	0.983333333	spori
9	s12	13	t164	164	C	1	821	711	pseudoword	NA	NA	NA	NA	JUPAK	5	728.2259887	0.983333333	spori
178	s12	13	t165	165	C	1	1051	651	pseudoword	NA	NA	NA	NA	KANAC	5	728.2259887	0.983333333	spori
163	s12	13	t166	166	C	1	752	891	pseudoword	NA	NA	NA	NA	ZLARO	5	728.2259887	0.983333333	spori
54	s12	13	t167	167	C	1	671	841	pseudoword	NA	NA	NA	NA	KISMO	5	728.2259887	0.983333333	spori
59	s12	13	t168	168	C	1	831	1092	pseudoword	NA	NA	NA	NA	VAKON	5	728.2259887	0.983333333	spori
94	s12	13	t169	169	C	1	741	521	pseudoword	NA	NA	NA	NA	SNARA	5	728.2259887	0.983333333	spori
29	s12	13	t170	170	C	1	812	601	pseudoword	NA	NA	NA	NA	KEMLJA	6	728.2259887	0.983333333	spori
66	s12	13	t171	171	C	1	1132	811	pseudoword	NA	NA	NA	NA	KLAFA	5	728.2259887	0.983333333	spori
103	s12	13	t172	172	C	1	952	641	pseudoword	NA	NA	NA	NA	PLOFA	5	728.2259887	0.983333333	spori
138	s12	13	t173	173	C	1	921	611	pseudoword	NA	NA	NA	NA	KAMTA	5	728.2259887	0.983333333	spori
53	s12	13	t174	174	C	1	841	851	pseudoword	NA	NA	NA	NA	MREDA	5	728.2259887	0.983333333	spori
132	s12	13	t175	175	C	1	1362	600	pseudoword	NA	NA	NA	NA	STAME	5	728.2259887	0.983333333	spori
150	s12	13	t176	176	C	1	1071	571	pseudoword	NA	NA	NA	NA	MOVOR	5	728.2259887	0.983333333	spori
63	s12	13	t177	177	C	1	1002	520	pseudoword	NA	NA	NA	NA	MOSAO	5	728.2259887	0.983333333	spori
33	s12	13	t178	178	C	1	841	781	pseudoword	NA	NA	NA	NA	LESTO	5	728.2259887	0.983333333	spori
98	s12	13	t179	179	C	1	1182	591	pseudoword	NA	NA	NA	NA	GAROD	5	728.2259887	0.983333333	spori
39	s12	13	t180	180	C	1	761	491	pseudoword	NA	NA	NA	NA	LA^KA	5	728.2259887	0.983333333	spori
90	s13	12	t1	1	C	1	561	771	word	1	malo	302	NF	[APAT	5	645.8934911	0.938888889	brzi
44	s13	12	t2	2	C	1	601	571	word	1	malo	320	NF	MR@NJA	6	645.8934911	0.938888889	brzi
52	s13	12	t3	3	C	1	1001	531	word	1	malo	391	NF	CESTA	5	645.8934911	0.938888889	brzi
47	s13	12	t4	4	C	1	651	551	word	1	malo	414	VF	^E@NJA	6	645.8934911	0.938888889	brzi
104	s13	12	t5	5	C	1	741	270	word	1	malo	424	VF	GRANJE	6	645.8934911	0.938888889	brzi
128	s13	12	t6	6	C	1	521	771	word	1	malo	448	VF	DE^AK	5	645.8934911	0.938888889	brzi
136	s13	12	t7	7	C	1	540	540	word	1	malo	453	VF	APRIL	5	645.8934911	0.938888889	brzi
72	s13	12	t8	8	C	1	521	561	word	1	malo	720	VF	OSMEH	5	645.8934911	0.938888889	brzi
41	s13	12	t9	9	C	1	621	641	word	1	malo	786	VF	CVE]E	5	645.8934911	0.938888889	brzi
184	s13	12	t10	10	C	1	290	0	word	1	malo	1085	VF	LI[]E	5	645.8934911	0.938888889	brzi
157	s13	12	t11	11	C	1	541	701	word	2	malo	254	NF	EKIPA	5	645.8934911	0.938888889	brzi
63	s13	12	t12	12	C	1	520	971	word	2	malo	272	NF	BA[TA	5	645.8934911	0.938888889	brzi
145	s13	12	t13	13	C	1	671	701	word	2	malo	317	NF	RADIO	5	645.8934911	0.938888889	brzi
46	s13	12	t14	14	C	1	551	851	word	2	malo	320	NF	PESAK	5	645.8934911	0.938888889	brzi
174	s13	12	t15	15	C	1	501	561	word	2	malo	374	NF	USPEH	5	645.8934911	0.938888889	brzi
119	s13	12	t16	16	C	1	621	491	word	2	malo	422	VF	USLOV	5	645.8934911	0.938888889	brzi
158	s13	12	t17	17	C	1	661	541	word	2	malo	894	VF	DINAR	5	645.8934911	0.938888889	brzi
77	s13	12	t18	18	C	1	721	300	word	2	malo	1052	VF	ODBOR	5	645.8934911	0.938888889	brzi
22	s13	12	t19	19	E	0	NA	610	word	2	malo	1209	VF	SENKA	5	645.8934911	0.938888889	brzi
110	s13	12	t20	20	C	1	500	641	word	2	malo	1452	VF	VLADA	5	645.8934911	0.938888889	brzi
88	s13	12	t21	21	C	1	531	571	word	3	malo	334	NF	SUTON	5	645.8934911	0.938888889	brzi
81	s13	12	t22	22	C	1	791	661	word	3	malo	335	NF	PU[KA	5	645.8934911	0.938888889	brzi
11	s13	12	t23	23	C	1	611	531	word	3	malo	335	NF	SELJAK	6	645.8934911	0.938888889	brzi
132	s13	12	t24	24	E	0	NA	711	word	3	malo	348	NF	SPRAT	5	645.8934911	0.938888889	brzi
191	s13	12	t25	25	C	1	611	671	word	3	malo	414	VF	MINUT	5	645.8934911	0.938888889	brzi
38	s13	12	t26	26	E	0	NA	521	word	3	malo	430	VF	VIDIK	5	645.8934911	0.938888889	brzi
125	s13	12	t27	27	C	1	580	681	word	3	malo	631	VF	MAGLA	5	645.8934911	0.938888889	brzi
10	s13	12	t28	28	C	1	531	861	word	3	malo	657	VF	MIRIS	5	645.8934911	0.938888889	brzi
87	s13	12	t29	29	C	1	571	541	word	3	malo	1470	VF	TRAVA	5	645.8934911	0.938888889	brzi
124	s13	12	t30	30	C	1	681	570	word	3	malo	1847	VF	ULICA	5	645.8934911	0.938888889	brzi
49	s13	12	t31	31	E	0	NA	731	word	4	srednje	278	NF	ZANOS	5	645.8934911	0.938888889	brzi
167	s13	12	t32	32	C	1	962	661	word	4	srednje	280	NF	OBZIR	5	645.8934911	0.938888889	brzi
96	s13	12	t33	33	C	1	591	671	word	4	srednje	295	NF	PA@NJA	6	645.8934911	0.938888889	brzi
93	s13	12	t34	34	C	1	521	591	word	4	srednje	314	NF	SVEST	5	645.8934911	0.938888889	brzi
169	s13	12	t35	35	C	1	791	671	word	4	srednje	328	NF	POTOK	5	645.8934911	0.938888889	brzi
75	s13	12	t36	36	E	0	NA	491	word	4	srednje	375	NF	ZVONO	5	645.8934911	0.938888889	brzi
42	s13	12	t37	37	C	1	762	621	word	4	srednje	484	VF	POMO]	5	645.8934911	0.938888889	brzi
92	s13	12	t38	38	C	1	591	551	word	4	srednje	831	VF	GRUDI	5	645.8934911	0.938888889	brzi
189	s13	12	t39	39	C	1	871	680	word	4	srednje	1256	VF	GRANA	5	645.8934911	0.938888889	brzi
61	s13	12	t40	40	C	1	641	651	word	4	srednje	2274	VF	VETAR	5	645.8934911	0.938888889	brzi
83	s13	12	t41	41	C	1	601	581	word	5	srednje	262	NF	KOMAD	5	645.8934911	0.938888889	brzi
37	s13	12	t42	42	C	1	521	721	word	5	srednje	270	NF	LOPTA	5	645.8934911	0.938888889	brzi
142	s13	12	t43	43	C	1	601	641	word	5	srednje	281	NF	IGRA^	5	645.8934911	0.938888889	brzi
25	s13	12	t44	44	C	1	631	1262	word	5	srednje	409	VF	PRI^A	5	645.8934911	0.938888889	brzi
146	s13	12	t45	45	C	1	540	671	word	5	srednje	517	VF	SAVEZ	5	645.8934911	0.938888889	brzi
20	s13	12	t46	46	C	1	630	661	word	5	srednje	521	VF	GRUPA	5	645.8934911	0.938888889	brzi
3	s13	12	t47	47	C	1	651	591	word	5	srednje	828	VF	JESEN	5	645.8934911	0.938888889	brzi
172	s13	12	t48	48	C	1	611	1072	word	5	srednje	981	VF	KORAK	5	645.8934911	0.938888889	brzi
149	s13	12	t49	49	C	1	470	560	word	5	srednje	1011	VF	SRE]A	5	645.8934911	0.938888889	brzi
152	s13	12	t50	50	C	1	500	722	word	5	srednje	1671	VF	PTICA	5	645.8934911	0.938888889	brzi
144	s13	12	t51	51	C	1	701	551	word	6	srednje	148	NF	ORGAN	5	645.8934911	0.938888889	brzi
26	s13	12	t52	52	C	1	591	631	word	6	srednje	164	NF	FORMA	5	645.8934911	0.938888889	brzi
51	s13	12	t53	53	C	1	531	371	word	6	srednje	179	NF	BLATO	5	645.8934911	0.938888889	brzi
28	s13	12	t54	54	C	1	581	601	word	6	srednje	184	NF	KLUPA	5	645.8934911	0.938888889	brzi
179	s13	12	t55	55	C	1	711	641	word	6	srednje	216	NF	PONOR	5	645.8934911	0.938888889	brzi
17	s13	12	t56	56	C	1	541	531	word	6	srednje	255	NF	PODNE	5	645.8934911	0.938888889	brzi
13	s13	12	t57	57	C	1	581	481	word	6	srednje	318	NF	STENA	5	645.8934911	0.938888889	brzi
8	s13	12	t58	58	C	1	691	821	word	6	srednje	463	VF	IZVOR	5	645.8934911	0.938888889	brzi
122	s13	12	t59	59	C	1	510	1111	word	6	srednje	2365	VF	LJUBAV	6	645.8934911	0.938888889	brzi
2	s13	12	t60	60	C	1	591	711	word	6	srednje	2626	VF	PESMA	5	645.8934911	0.938888889	brzi
57	s13	12	t61	61	C	1	541	681	word	7	mnogo	118	NF	MOMAK	5	645.8934911	0.938888889	brzi
98	s13	12	t62	62	C	1	501	541	word	7	mnogo	129	NF	BLAGO	5	645.8934911	0.938888889	brzi
185	s13	12	t63	63	E	0	NA	290	word	7	mnogo	134	NF	OSNOV	5	645.8934911	0.938888889	brzi
182	s13	12	t64	64	E	0	NA	771	word	7	mnogo	193	NF	STADO	5	645.8934911	0.938888889	brzi
82	s13	12	t65	65	C	1	581	791	word	7	mnogo	326	NF	SLAVA	5	645.8934911	0.938888889	brzi
180	s13	12	t66	66	C	1	511	711	word	7	mnogo	649	VF	KNJIGA	6	645.8934911	0.938888889	brzi
134	s13	12	t67	67	C	1	531	361	word	7	mnogo	885	VF	[KOLA	5	645.8934911	0.938888889	brzi
66	s13	12	t68	68	C	1	631	661	word	7	mnogo	1023	VF	BORBA	5	645.8934911	0.938888889	brzi
112	s13	12	t69	69	C	1	501	511	word	7	mnogo	1565	VF	OBLAK	5	645.8934911	0.938888889	brzi
9	s13	12	t70	70	C	1	861	691	word	7	mnogo	2984	VF	SUNCE	5	645.8934911	0.938888889	brzi
114	s13	12	t71	71	E	0	NA	621	word	8	mnogo	111	NF	REBRO	5	645.8934911	0.938888889	brzi
12	s13	12	t72	72	C	1	481	611	word	8	mnogo	116	NF	KONAC	5	645.8934911	0.938888889	brzi
156	s13	12	t73	73	C	1	701	521	word	8	mnogo	135	NF	POTEZ	5	645.8934911	0.938888889	brzi
117	s13	12	t74	74	C	1	621	511	word	8	mnogo	159	NF	JUNAK	5	645.8934911	0.938888889	brzi
143	s13	12	t75	75	C	1	551	601	word	8	mnogo	212	NF	LANAC	5	645.8934911	0.938888889	brzi
165	s13	12	t76	76	C	1	511	631	word	8	mnogo	380	NF	ZLATO	5	645.8934911	0.938888889	brzi
130	s13	12	t77	77	C	1	521	691	word	8	mnogo	416	VF	PISMO	5	645.8934911	0.938888889	brzi
60	s13	12	t78	78	C	1	651	771	word	8	mnogo	431	VF	ZAKON	5	645.8934911	0.938888889	brzi
4	s13	12	t79	79	C	1	581	651	word	8	mnogo	1460	VF	SNAGA	5	645.8934911	0.938888889	brzi
19	s13	12	t80	80	C	1	661	791	word	8	mnogo	3952	VF	ZEMLJA	6	645.8934911	0.938888889	brzi
163	s13	12	t81	81	C	1	781	501	word	9	mnogo	161	NF	KLASA	5	645.8934911	0.938888889	brzi
118	s13	12	t82	82	C	1	491	621	word	9	mnogo	168	NF	PLO^A	5	645.8934911	0.938888889	brzi
109	s13	12	t83	83	C	1	641	671	word	9	mnogo	307	NF	KARTA	5	645.8934911	0.938888889	brzi
148	s13	12	t84	84	C	1	560	681	word	9	mnogo	328	NF	MRE@A	5	645.8934911	0.938888889	brzi
161	s13	12	t85	85	C	1	591	651	word	9	mnogo	399	NF	STANJE	6	645.8934911	0.938888889	brzi
155	s13	12	t86	86	C	1	521	361	word	9	mnogo	403	VF	GOVOR	5	645.8934911	0.938888889	brzi
139	s13	12	t87	87	C	1	611	861	word	9	mnogo	999	VF	POSAO	5	645.8934911	0.938888889	brzi
162	s13	12	t88	88	C	1	501	591	word	9	mnogo	1180	VF	MESTO	5	645.8934911	0.938888889	brzi
91	s13	12	t89	89	C	1	551	561	word	9	mnogo	1620	VF	NAROD	5	645.8934911	0.938888889	brzi
16	s13	12	t90	90	C	1	531	701	word	9	mnogo	190	NF	TA^KA	5	645.8934911	0.938888889	brzi
67	s13	12	t91	91	C	1	731	631	pseudoword	NA	NA	NA	NA	[AMAT	5	645.8934911	0.938888889	brzi
14	s13	12	t92	92	C	1	631	581	pseudoword	NA	NA	NA	NA	MR@KA	5	645.8934911	0.938888889	brzi
173	s13	12	t93	93	C	1	561	611	pseudoword	NA	NA	NA	NA	CESKA	5	645.8934911	0.938888889	brzi
53	s13	12	t94	94	C	1	892	1001	pseudoword	NA	NA	NA	NA	ME@NJA	6	645.8934911	0.938888889	brzi
55	s13	12	t95	95	C	1	621	731	pseudoword	NA	NA	NA	NA	GRASE	5	645.8934911	0.938888889	brzi
170	s13	12	t96	96	C	1	631	791	pseudoword	NA	NA	NA	NA	GE^AK	5	645.8934911	0.938888889	brzi
70	s13	12	t97	97	C	1	621	611	pseudoword	NA	NA	NA	NA	APNIL	5	645.8934911	0.938888889	brzi
43	s13	12	t98	98	C	1	571	762	pseudoword	NA	NA	NA	NA	OFMEH	5	645.8934911	0.938888889	brzi
29	s13	12	t99	99	C	1	711	581	pseudoword	NA	NA	NA	NA	GRE]E	5	645.8934911	0.938888889	brzi
64	s13	12	t100	100	C	1	721	520	pseudoword	NA	NA	NA	NA	FI[]E	5	645.8934911	0.938888889	brzi
94	s13	12	t101	101	C	1	551	521	pseudoword	NA	NA	NA	NA	ELIPA	5	645.8934911	0.938888889	brzi
89	s13	12	t102	102	C	1	771	531	pseudoword	NA	NA	NA	NA	BANTA	5	645.8934911	0.938888889	brzi
56	s13	12	t103	103	C	1	681	621	pseudoword	NA	NA	NA	NA	RAFIO	5	645.8934911	0.938888889	brzi
32	s13	12	t104	104	C	1	551	721	pseudoword	NA	NA	NA	NA	NESAK	5	645.8934911	0.938888889	brzi
65	s13	12	t105	105	C	1	661	721	pseudoword	NA	NA	NA	NA	ULPEH	5	645.8934911	0.938888889	brzi
127	s13	12	t106	106	C	1	771	661	pseudoword	NA	NA	NA	NA	UKLOV	5	645.8934911	0.938888889	brzi
138	s13	12	t107	107	C	1	861	610	pseudoword	NA	NA	NA	NA	DINAT	5	645.8934911	0.938888889	brzi
5	s13	12	t108	108	C	1	741	581	pseudoword	NA	NA	NA	NA	ODGOR	5	645.8934911	0.938888889	brzi
33	s13	12	t109	109	C	1	661	551	pseudoword	NA	NA	NA	NA	SEFKA	5	645.8934911	0.938888889	brzi
15	s13	12	t110	110	C	1	701	631	pseudoword	NA	NA	NA	NA	VLABA	5	645.8934911	0.938888889	brzi
34	s13	12	t111	111	C	1	551	661	pseudoword	NA	NA	NA	NA	GUTON	5	645.8934911	0.938888889	brzi
147	s13	12	t112	112	C	1	681	540	pseudoword	NA	NA	NA	NA	PUNJKA	6	645.8934911	0.938888889	brzi
1	s13	12	t113	113	C	1	711	prvi_trial	pseudoword	NA	NA	NA	NA	KELJAK	6	645.8934911	0.938888889	brzi
80	s13	12	t114	114	C	1	661	600	pseudoword	NA	NA	NA	NA	MRAT	4	645.8934911	0.938888889	brzi
62	s13	12	t115	115	C	1	971	641	pseudoword	NA	NA	NA	NA	RINUT	5	645.8934911	0.938888889	brzi
116	s13	12	t116	116	C	1	511	291	pseudoword	NA	NA	NA	NA	VIMIK	5	645.8934911	0.938888889	brzi
177	s13	12	t117	117	C	1	731	611	pseudoword	NA	NA	NA	NA	FAGLA	5	645.8934911	0.938888889	brzi
71	s13	12	t118	118	C	1	561	621	pseudoword	NA	NA	NA	NA	MINJIS	6	645.8934911	0.938888889	brzi
120	s13	12	t119	119	C	1	671	621	pseudoword	NA	NA	NA	NA	TRANA	5	645.8934911	0.938888889	brzi
129	s13	12	t120	120	C	1	691	521	pseudoword	NA	NA	NA	NA	UKICA	5	645.8934911	0.938888889	brzi
35	s13	12	t121	121	C	1	731	551	pseudoword	NA	NA	NA	NA	ZAROS	5	645.8934911	0.938888889	brzi
31	s13	12	t122	122	C	1	721	600	pseudoword	NA	NA	NA	NA	OGZIR	5	645.8934911	0.938888889	brzi
86	s13	12	t123	123	C	1	541	611	pseudoword	NA	NA	NA	NA	DA@NJA	6	645.8934911	0.938888889	brzi
85	s13	12	t124	124	C	1	611	711	pseudoword	NA	NA	NA	NA	SVUST	5	645.8934911	0.938888889	brzi
69	s13	12	t125	125	C	1	611	661	pseudoword	NA	NA	NA	NA	MOTOK	5	645.8934911	0.938888889	brzi
181	s13	12	t126	126	C	1	771	511	pseudoword	NA	NA	NA	NA	ZRONO	5	645.8934911	0.938888889	brzi
108	s13	12	t127	127	C	1	671	591	pseudoword	NA	NA	NA	NA	POGO]	5	645.8934911	0.938888889	brzi
176	s13	12	t128	128	C	1	611	821	pseudoword	NA	NA	NA	NA	VRUDI	5	645.8934911	0.938888889	brzi
188	s13	12	t129	129	C	1	680	991	pseudoword	NA	NA	NA	NA	FRANA	5	645.8934911	0.938888889	brzi
135	s13	12	t130	130	C	1	540	531	pseudoword	NA	NA	NA	NA	GETAR	5	645.8934911	0.938888889	brzi
40	s13	12	t131	131	C	1	641	320	pseudoword	NA	NA	NA	NA	JOMAD	5	645.8934911	0.938888889	brzi
102	s13	12	t132	132	E	0	NA	841	pseudoword	NA	NA	NA	NA	LONTA	5	645.8934911	0.938888889	brzi
111	s13	12	t133	133	C	1	511	500	pseudoword	NA	NA	NA	NA	IMRA^	5	645.8934911	0.938888889	brzi
131	s13	12	t134	134	C	1	711	521	pseudoword	NA	NA	NA	NA	DRI^A	5	645.8934911	0.938888889	brzi
137	s13	12	t135	135	C	1	610	540	pseudoword	NA	NA	NA	NA	SADEZ	5	645.8934911	0.938888889	brzi
97	s13	12	t136	136	C	1	541	591	pseudoword	NA	NA	NA	NA	SRUPA	5	645.8934911	0.938888889	brzi
68	s13	12	t137	137	C	1	661	731	pseudoword	NA	NA	NA	NA	GESEN	5	645.8934911	0.938888889	brzi
113	s13	12	t138	138	C	1	621	501	pseudoword	NA	NA	NA	NA	LORAK	5	645.8934911	0.938888889	brzi
45	s13	12	t139	139	C	1	851	601	pseudoword	NA	NA	NA	NA	HRE]A	5	645.8934911	0.938888889	brzi
36	s13	12	t140	140	C	1	721	731	pseudoword	NA	NA	NA	NA	PLJICA	6	645.8934911	0.938888889	brzi
151	s13	12	t141	141	C	1	722	651	pseudoword	NA	NA	NA	NA	ORSAN	5	645.8934911	0.938888889	brzi
21	s13	12	t142	142	C	1	610	630	pseudoword	NA	NA	NA	NA	GORMA	5	645.8934911	0.938888889	brzi
178	s13	12	t143	143	C	1	641	731	pseudoword	NA	NA	NA	NA	FLATO	5	645.8934911	0.938888889	brzi
153	s13	12	t144	144	E	0	NA	500	pseudoword	NA	NA	NA	NA	KLURA	5	645.8934911	0.938888889	brzi
101	s13	12	t145	145	C	1	841	571	pseudoword	NA	NA	NA	NA	MONOR	5	645.8934911	0.938888889	brzi
79	s13	12	t146	146	C	1	600	570	pseudoword	NA	NA	NA	NA	LONDE	5	645.8934911	0.938888889	brzi
58	s13	12	t147	147	C	1	761	541	pseudoword	NA	NA	NA	NA	STEDA	5	645.8934911	0.938888889	brzi
175	s13	12	t148	148	C	1	821	501	pseudoword	NA	NA	NA	NA	IZVOK	5	645.8934911	0.938888889	brzi
24	s13	12	t149	149	C	1	1262	300	pseudoword	NA	NA	NA	NA	LJUBANJ	7	645.8934911	0.938888889	brzi
18	s13	12	t150	150	C	1	791	541	pseudoword	NA	NA	NA	NA	PE^MA	5	645.8934911	0.938888889	brzi
7	s13	12	t151	151	C	1	821	701	pseudoword	NA	NA	NA	NA	RORAK	5	645.8934911	0.938888889	brzi
159	s13	12	t152	152	C	1	561	661	pseudoword	NA	NA	NA	NA	FLAGO	5	645.8934911	0.938888889	brzi
160	s13	12	t153	153	C	1	651	561	pseudoword	NA	NA	NA	NA	ORNOV	5	645.8934911	0.938888889	brzi
171	s13	12	t154	154	C	1	1072	631	pseudoword	NA	NA	NA	NA	STAKO	5	645.8934911	0.938888889	brzi
73	s13	12	t155	155	E	0	NA	521	pseudoword	NA	NA	NA	NA	SLAKA	5	645.8934911	0.938888889	brzi
6	s13	12	t156	156	C	1	701	741	pseudoword	NA	NA	NA	NA	KRIGA	5	645.8934911	0.938888889	brzi
121	s13	12	t157	157	C	1	1111	671	pseudoword	NA	NA	NA	NA	[KONJA	6	645.8934911	0.938888889	brzi
141	s13	12	t158	158	C	1	641	641	pseudoword	NA	NA	NA	NA	BORLA	5	645.8934911	0.938888889	brzi
78	s13	12	t159	159	C	1	570	721	pseudoword	NA	NA	NA	NA	OBLAD	5	645.8934911	0.938888889	brzi
150	s13	12	t160	160	C	1	651	470	pseudoword	NA	NA	NA	NA	GUNCE	5	645.8934911	0.938888889	brzi
48	s13	12	t161	161	C	1	731	651	pseudoword	NA	NA	NA	NA	GEBRO	5	645.8934911	0.938888889	brzi
123	s13	12	t162	162	C	1	570	510	pseudoword	NA	NA	NA	NA	JONAC	5	645.8934911	0.938888889	brzi
105	s13	12	t163	163	C	1	471	741	pseudoword	NA	NA	NA	NA	MOTEZ	5	645.8934911	0.938888889	brzi
30	s13	12	t164	164	C	1	600	711	pseudoword	NA	NA	NA	NA	JUPAK	5	645.8934911	0.938888889	brzi
95	s13	12	t165	165	C	1	671	551	pseudoword	NA	NA	NA	NA	KANAC	5	645.8934911	0.938888889	brzi
59	s13	12	t166	166	C	1	771	761	pseudoword	NA	NA	NA	NA	ZLARO	5	645.8934911	0.938888889	brzi
166	s13	12	t167	167	C	1	661	511	pseudoword	NA	NA	NA	NA	KISMO	5	645.8934911	0.938888889	brzi
107	s13	12	t168	168	C	1	591	581	pseudoword	NA	NA	NA	NA	VAKON	5	645.8934911	0.938888889	brzi
106	s13	12	t169	169	C	1	581	471	pseudoword	NA	NA	NA	NA	SNARA	5	645.8934911	0.938888889	brzi
84	s13	12	t170	170	C	1	711	601	pseudoword	NA	NA	NA	NA	KEMLJA	6	645.8934911	0.938888889	brzi
99	s13	12	t171	171	C	1	591	501	pseudoword	NA	NA	NA	NA	KLAFA	5	645.8934911	0.938888889	brzi
190	s13	12	t172	172	C	1	671	871	pseudoword	NA	NA	NA	NA	PLOFA	5	645.8934911	0.938888889	brzi
187	s13	12	t173	173	C	1	991	291	pseudoword	NA	NA	NA	NA	KAMTA	5	645.8934911	0.938888889	brzi
54	s13	12	t174	174	C	1	731	892	pseudoword	NA	NA	NA	NA	MREDA	5	645.8934911	0.938888889	brzi
164	s13	12	t175	175	C	1	631	781	pseudoword	NA	NA	NA	NA	STAME	5	645.8934911	0.938888889	brzi
140	s13	12	t176	176	C	1	641	611	pseudoword	NA	NA	NA	NA	MOVOR	5	645.8934911	0.938888889	brzi
27	s13	12	t177	177	C	1	601	591	pseudoword	NA	NA	NA	NA	MOSAO	5	645.8934911	0.938888889	brzi
126	s13	12	t178	178	C	1	661	580	pseudoword	NA	NA	NA	NA	LESTO	5	645.8934911	0.938888889	brzi
100	s13	12	t179	179	C	1	571	591	pseudoword	NA	NA	NA	NA	GAROD	5	645.8934911	0.938888889	brzi
168	s13	12	t180	180	C	1	671	962	pseudoword	NA	NA	NA	NA	LA^KA	5	645.8934911	0.938888889	brzi
33	s14	11	t1	1	E	0	NA	721	word	1	malo	302	NF	[APAT	5	671.2383721	0.955555556	brzi
51	s14	11	t2	2	C	1	611	571	word	1	malo	320	NF	MR@NJA	6	671.2383721	0.955555556	brzi
40	s14	11	t3	3	E	0	NA	811	word	1	malo	391	NF	CESTA	5	671.2383721	0.955555556	brzi
54	s14	11	t4	4	C	1	891	821	word	1	malo	414	VF	^E@NJA	6	671.2383721	0.955555556	brzi
